id,value
id_159,19.479563910554674
id_160,41.54564248107237
id_161,18.93786671937338
id_162,14.310850394205067
id_163,6.9922795902100985
id_164,48.82003921572813
id_165,31.12169464330405
id_166,0.12734330566020713
id_167,15.15146792571747
id_168,61.15110316323116
id_169,15.36199031515525
id_170,65.52690695295837
id_171,39.924367791067816
id_172,26.075159715029837
id_173,20.002802958246956
id_174,61.649951062303096
id_175,26.037705172083953
id_176,21.006515261770733
id_177,36.9561888837704
id_178,12.158501852868346
id_179,30.31713567909592
id_180,16.108617682349617
id_181,12.459419908743149
id_182,56.73747400798588
id_183,45.28665366997057
id_184,15.39358050367574
id_185,35.03376865989049
id_186,24.49385338294684
id_187,71.77588593337668
id_188,8.920775245856996
id_189,53.23508559700539
id_190,38.38748506033779
id_191,15.730727510559523
id_192,29.444133152526636
id_193,-0.054631947096610525
id_194,18.155120280042787
id_195,0.09540604386846026
id_196,34.39399122759393
id_197,10.90221109196072
id_198,18.1348973297959
id_199,59.6354252906668
id_200,23.126907236825314
id_201,28.31298734888003
id_202,65.70137096721965
id_203,10.818527685498784
id_204,9.794638484098785
id_205,11.555510276513234
id_206,7.990181328985033
id_207,1.374009126145156
id_208,133.93606975885731
id_209,19.99158922929749
id_210,16.64631235387281
id_211,13.894183318689265
id_212,36.630656135197746
id_213,35.654491348448595
id_214,15.974175034935538
id_215,36.28144736830214
id_216,78.50739658717406
id_217,2.3341399363639743
id_218,11.912517685565511
id_219,30.46101562481072
id_220,14.984163752661187
id_221,12.081095682737475
id_222,113.32547956848752
id_223,14.397456548878433
id_224,16.97163125020979
id_225,65.66840633485343
id_226,15.887695286522483
id_227,19.69232247519505
id_228,11.361982920635551
id_229,6.607572263090508
id_230,45.806121918047495
id_231,12.65208339707736
id_232,53.49491622466402
id_233,40.18936900865373
id_234,23.011951676398883
id_235,41.071387714140286
id_236,72.05383455148926
id_237,42.225926222573214
id_238,9.641816057894506
id_239,17.9780132550459
